estimating workload which takes just one milisecond
end estimation
0	1	1
0	2	2
0	4	3
0	5	4
0	6	5
0	7	6
0	9	7
0	10	8
0	11	9
0	13	10
0	14	11
0	15	12
0	17	13
0	18	14
0	19	15
0	21	16
0	22	17
0	23	18
0	24	19
0	26	20
0	28	21
0	29	22
0	31	23
0	32	24
0	34	25
0	35	26
0	37	27
0	38	28
0	40	29
0	42	30
0	44	31
0	45	32
0	47	33
0	48	34
0	50	35
0	51	36
0	52	37
0	54	38
0	56	39
0	57	40
0	59	41
0	60	42
0	62	43
0	63	44
0	65	45
0	66	46
0	67	47
0	69	48
0	70	49
0	72	50
0	73	51
0	75	52
0	77	53
0	78	54
0	79	55
0	81	56
0	82	57
0	84	58
0	85	59
0	87	60
0	88	61
0	90	62
0	91	63
0	92	64
0	94	65
0	95	66
0	97	67
0	98	68
0	99	69
0	100	70
0	102	71
0	103	72
0	105	73
0	106	74
0	107	75
0	109	76
0	110	77
0	112	78
0	113	79
0	115	80
0	116	81
0	117	82
0	119	83
0	120	84
0	122	85
0	123	86
0	124	87
0	126	88
0	127	89
0	129	90
0	130	91
0	131	92
0	133	93
0	134	94
0	135	95
0	137	96
0	138	97
0	139	98
0	141	99
0	142	100
estimating workload which takes just one milisecond
end estimation
