estimating workload which takes just one milisecond
end estimation
0	14	1
0	15	2
0	17	3
0	18	4
0	19	5
0	21	6
0	23	7
0	24	8
0	26	9
0	27	10
0	44	11
0	46	12
0	47	13
0	49	14
0	51	15
0	52	16
0	54	17
0	55	18
0	57	19
0	58	20
0	60	21
0	77	22
0	79	23
0	80	24
0	82	25
0	83	26
0	85	27
0	86	28
0	88	29
0	105	30
0	107	31
0	108	32
0	109	33
0	110	34
0	112	35
0	113	36
0	115	37
0	116	38
0	117	39
0	119	40
0	120	41
0	138	42
0	139	43
0	141	44
0	142	45
0	143	46
0	145	47
0	146	48
0	147	49
0	149	50
0	150	51
0	152	52
0	165	53
0	167	54
0	168	55
0	170	56
0	171	57
0	173	58
0	175	59
0	176	60
0	177	61
0	179	62
0	180	63
0	198	64
0	200	65
0	201	66
0	203	67
0	204	68
0	206	69
0	207	70
0	225	71
0	227	72
0	228	73
0	230	74
0	231	75
0	233	76
0	234	77
0	236	78
0	237	79
0	239	80
0	244	81
0	246	82
0	247	83
0	249	84
0	250	85
0	252	86
0	253	87
0	255	88
0	256	89
0	257	90
0	259	91
0	260	92
0	277	93
0	279	94
0	280	95
0	281	96
0	283	97
0	284	98
0	285	99
0	287	100
estimating workload which takes just one milisecond
end estimation
1	1	1
1	3	2
1	4	3
1	6	4
1	7	5
1	8	6
1	10	7
1	11	8
1	29	9
1	30	10
1	31	11
1	33	12
1	35	13
1	36	14
1	38	15
1	40	16
1	41	17
1	43	18
1	44	19
1	61	20
1	63	21
1	64	22
1	66	23
1	67	24
1	69	25
1	71	26
1	72	27
1	74	28
1	75	29
1	89	30
1	90	31
1	92	32
1	93	33
1	94	34
1	96	35
1	97	36
1	98	37
1	100	38
1	102	39
1	103	40
1	104	41
1	122	42
1	123	43
1	124	44
1	126	45
1	127	46
1	129	47
1	130	48
1	132	49
1	133	50
1	134	51
1	136	52
1	153	53
1	155	54
1	156	55
1	158	56
1	160	57
1	161	58
1	162	59
1	164	60
1	181	61
1	182	62
1	184	63
1	186	64
1	188	65
1	189	66
1	191	67
1	192	68
1	194	69
1	195	70
1	209	71
1	211	72
1	212	73
1	214	74
1	215	75
1	217	76
1	218	77
1	220	78
1	221	79
1	223	80
1	240	81
1	242	82
1	244	83
1	261	84
1	262	85
1	264	86
1	265	87
1	266	88
1	268	89
1	269	90
1	270	91
1	271	92
1	273	93
1	274	94
1	275	95
1	287	96
1	288	97
1	290	98
1	291	99
1	292	100
estimating workload which takes just one milisecond
end estimation
